"pincode","city","state_code","cod","prepaid","pickup","zone"
"202144","IGLAS","Uttar Pradesh","N","Y","N","Z4"
"202145","IGLAS","UP","Y","Y","Y","Z4"
"202146","Hathras","Uttar Pradesh","Y","Y","Y","Z4"
"202150","Aligarh","Uttar Pradesh","Y","Y","Y","Z4"
"202151","Jewar","Uttar Pradesh","Y","Y","Y","Z4"
"202155","Khair","Uttar Pradesh","Y","Y","Y","Z4"
"202165","ALIGARH","Uttar Pradesh","Y","Y","Y","Z4"
"202170","SIKANDRA RAO","UP","Y","Y","Y","Z4"
"202171","Aligarh","UTTAR PRADESH","Y","Y","Y","Z4"
"202280","Atrauli","UTTAR PRADESH","Y","Y","Y","Z4"
"202281","Aligarh","Uttar Pradesh","Y","Y","Y","Z4"
"202282","ATRAULI","UP","Y","Y","Y","Z4"
"202305","Aligarh","Uttar Pradesh","Y","Y","Y","Z4"
"202308","ATRAULI","UP","Y","Y","N","Z4"
"202383","ATRAULI","UP","Y","Y","N","Z4"
"202389","ATRAULI","UP","Y","Y","Y","Z4"
"202390","Anupshahar","Uttar Pradesh","Y","Y","Y","Z4"
"202391","ANUPSHAHAR","UTTAR PRADESH","Y","Y","Y","Z4"
"202392","Dibai","Uttar Pradesh","Y","Y","Y","Z4"
"202393","ATRAULI","UP","Y","Y","Y","Z4"
"202394","ANUPSHAHAR","UTTAR PRADESH","Y","Y","Y","Z4"
"202395","NASHIK","Maharashtra","Y","Y","Y","Z4"
"202396","Dibai","Uttar Pradesh","Y","Y","Y","Z4"
"202397","ATRAULI","UP","Y","Y","Y","Z4"
"202398","Anupshahar","Uttar Pradesh","Y","Y","Y","Z4"
"202399","Dibai","Uttar Pradesh","Y","Y","Y","Z4"
"202410","Chandausi","Uttar Pradesh","Y","Y","Y","Z4"
"202411","CHANDAUSI","UP","Y","Y","Y","Z4"
"202412","Chandausi","Uttar Pradesh","Y","Y","Y","Z4"
"202413","CHANDAUSI","UP","Y","Y","Y","Z4"
"202414","Chandausi","Uttar Pradesh","Y","Y","Y","Z4"
"202415","ATRAULI","UP","Y","Y","Y","Z4"
"202416","ATRAULI","UP","Y","Y","N","Z4"
"202417","SHAHBAD RAMPUR","UP","Y","Y","Y","Z4"
"202421","Sahaswan","Uttar Pradesh","N","N","Y","Z4"
"202520","BISAULI","UP","Y","Y","Y","Z4"
"202521","Chandausi","Uttar Pradesh","Y","Y","Y","Z4"
"202523","Chandausi","Uttar Pradesh","Y","Y","Y","Z4"
"202524","Sahaswan","Uttar Pradesh","Y","Y","Y","Z4"
"202525","Aonla","Uttar Pradesh","Y","Y","Y","Z4"
"202526","Aonla","Uttar Pradesh","Y","Y","Y","Z4"
"202527","Anupshahar","Uttar Pradesh","Y","Y","Y","Z4"
"202720","ATRAULI","Uttar Pradesh","Y","Y","N","Z4"
"202721","ATRAULI","UP","Y","Y","N","Z4"
"202722","ATRAULI","UP","Y","Y","N","Z4"
"202723","ATRAULI","UP","Y","Y","Y","Z4"
"202724","ATRAULI","Uttar Pradesh","Y","Y","N","Z4"
"203001","BULANDSHAHR","UP","Y","Y","Y","Z4"
"203002","BULANDSHAHER","Uttar Pradesh","Y","Y","Y","Z4"
"203121","KHURJA","UP","Y","Y","Y","Z4"
"203129","Khurja","Uttar Pradesh","Y","Y","Y","Z4"
"203131","KHURJA","UP","Y","Y","Y","Z4"
"203132","NASHIK","Maharashtra","Y","Y","Y","Z4"
"203133","JEWAR","UTTAR PRADESH","Y","Y","Y","Z4"
"203135","Jewar","Uttar Pradesh","Y","Y","Y","Z4"
"203141","KHURJA","UTTAR PRADESH","Y","Y","Y","Z4"
"203145","BULANDSHAHR","UTTAR PRADESH","Y","Y","Y","Z4"
"203150","BULANDSHAHR","UP","Y","Y","Y","Z4"
"203155","ALIGARH","Uttar Pradesh","Y","Y","Y","Z4"
"203200","NOIDA","Uttar Pradesh","N","Y","N","Z4"
"203201","GREATER NOIDA EXPANSION","UTTAR PRADESH","Y","Y","Y","Z4"
"203202","Sikandrabad","Uttar Pradesh","Y","Y","Y","Z4"
"203203","SIKANDRABAD EXPANSION","UTTAR PRADESH","Y","Y","Y","Z4"
"203205","SIKANDRABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"203206","Sikandrabad","Uttar Pradesh","Y","Y","Y","Z4"
"203207","DADRI","UTTAR PRADESH","Y","Y","Y","Z4"
"203208","Delhi NCR","DELHI","Y","Y","Y","Z4"
"203209","JEWAR","UP","Y","Y","Y","Z4"
"203298","JEWAR","UP","Y","Y","N","Z4"
"203389","BABRALA","UP","Y","Y","Y","Z4"
"203390","Anupshahar","Uttar Pradesh","Y","Y","Y","Z4"
"203391","ANUPSHAHAR","UTTAR PRADESH","Y","Y","Y","Z4"
"203392","Dibai","Uttar Pradesh","Y","Y","Y","Z4"
"203393","DIBAI","UP","Y","Y","Y","Z4"
"203394","BULANDSHAHAR","UTTAR PRADESH","Y","Y","Y","Z4"
"203395","SHIKARPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"203396","Dibai","Uttar Pradesh","Y","Y","Y","Z4"
"203397","MANDLESHWAR","Uttar Pradesh","Y","Y","Y","Z4"
"203398","Anupshahar","Uttar Pradesh","Y","Y","Y","Z4"
"203399","BABRALA","UP","Y","Y","Y","Z4"
"203401","BULANDSHAHAR","UTTAR PRADESH","Y","Y","Y","Z4"
"203402","Siyana","Uttar Pradesh","Y","Y","Y","Z4"
"203403","Siyana","Uttar Pradesh","Y","Y","Y","Z4"
"203405","SIYANA","UP","Y","Y","Y","Z4"
"203407","Siyana","Uttar Pradesh","Y","Y","Y","Z4"
"203408","BULANDSHAHR","UP","Y","Y","Y","Z4"
"203409","Bulandshahr","Uttar Pradesh","Y","Y","Y","Z4"
"203411","SIYANA","UP","Y","Y","Y","Z4"
"203412","Siyana","Uttar Pradesh","Y","Y","Y","Z4"
"203551","SIYANA","UP","Y","Y","N","Z4"
"203636","SIYANA","UP","Y","Y","N","Z4"
"204001","MORADABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"204101","HATHRAS","UTTAR PRADESH","Y","Y","Y","Z4"
"204102","HATHRAS","UTTAR PRADESH","Y","Y","Y","Z4"
"204103","HATHRAS","UP","Y","Y","Y","Z4"
"204104","Hathras","Uttar Pradesh","Y","Y","Y","Z4"
"204105","HATHRAS","UP","Y","Y","Y","Z4"
"204106","Aligarh","Uttar Pradesh","Y","Y","Y","Z4"
"204141","HATHRAS","UP","Y","Y","N","Z4"
"204205","HATHRAS","UP","Y","Y","N","Z4"
"204206","Hathras","Uttar Pradesh","N","Y","N","Z4"
"204207","HATHRAS","UTTAR PRADESH","Y","Y","N","Z4"
"204208","Hathras","Uttar Pradesh","Y","Y","Y","Z4"
"204209","HATHRAS","UTTAR PRADESH","Y","Y","N","Z4"
"204210","SIKANDRA RAO","UP","Y","Y","Y","Z4"
"204211","Sikandra Rao","Uttar Pradesh","Y","Y","Y","Z4"
"204212","JALESAR","UP","Y","Y","Y","Z4"
"204213","Hathras","Uttar Pradesh","Y","Y","Y","Z4"
"204214","Sikandra Rao","Uttar Pradesh","Y","Y","Y","Z4"
"204215","Sikandra Rao","Uttar Pradesh","Y","Y","Y","Z4"
"204216","HATHRAS","UP","Y","Y","Y","Z4"
"205001","Mainpuri","UTTAR PRADESH","Y","Y","Y","Z4"
"205119","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"205120","JASRANA","Uttar Pradesh","Y","Y","Y","Z4"
"205121","JASRANA","UP","Y","Y","Y","Z4"
"205122","JASRANA","Uttar Pradesh","Y","Y","N","Z4"
"205125","JASRANA","Uttar Pradesh","Y","Y","Y","Z4"
"205126","JASRANA","UP","Y","Y","N","Z4"
"205130","Shikohabad","Uttar Pradesh","Y","Y","Y","Z4"
"205135","AGRA","UP","Y","Y","Y","Z4"
"205141","SHIKOHABAD","Uttar Pradesh","Y","Y","Y","Z4"
"205142","Shikohabad","Uttar Pradesh","Y","Y","Y","Z4"
"205145","Shikohabad","Uttar Pradesh","Y","Y","Y","Z4"
"205147","Shikohabad","Uttar Pradesh","Y","Y","Y","Z4"
"205151","Shikohabad","Uttar Pradesh","Y","Y","Y","Z4"
"205152","Shikohabad","Uttar Pradesh","Y","Y","Y","Z4"
"205247","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"205253","ETAWAH","Uttar Pradesh","Y","Y","Y","Z4"
"205261","JASWANTNAGAR","Uttar Pradesh","Y","Y","Y","Z4"
"205262","MAINPURI","UP","Y","Y","Y","Z4"
"205263","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"205264","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"205265","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"205266","Etawah","Uttar Pradesh","Y","Y","Y","Z4"
"205267","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"205268","KISHNI","UP","Y","Y","Y","Z4"
"205301","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"205302","Aliganj","Uttar Pradesh","Y","Y","Y","Z4"
"205303","Kishni","Uttar Pradesh","Y","Y","Y","Z4"
"205304","KISHNI","UP","Y","Y","Y","Z4"
"206001","Etawah","Uttar Pradesh","Y","Y","Y","Z4"
"206002","ETAWAH","UTTAR PRADESH","Y","Y","Y","Z4"
"206003","ETAWAH","Uttar Pradesh","Y","Y","Y","Z4"
"206016","LUCKNOW","UTTAR PRADESH","Y","Y","Y","Z4"
"206024","LUCKNOW","Uttar Pradesh","N","Y","Y","Z4"
"206025","LUCKNOW","UTTAR PRADESH","Y","Y","N","Z4"
"206120","Bakewar","Uttar Pradesh","Y","Y","Y","Z4"
"206121","AURAIYA","UTTAR PRADESH","Y","Y","Y","Z4"
"206122","AURAIYA","UP","Y","Y","Y","Z4"
"206123","Kishni","Uttar Pradesh","Y","Y","Y","Z4"
"206124","BHARTHANA","UP","Y","Y","Y","Z4"
"206125","Bakewar","Uttar Pradesh","Y","Y","Y","Z4"
"206126","BHARTHANA","UP","Y","Y","Y","Z4"
"206127","BAKEWAR","UTTAR PRADESH","Y","Y","Y","Z4"
"206128","Bakewar","UTTAR PRADESH","Y","Y","Y","Z4"
"206129","AURAIYA","UTTAR PRADESH","Y","Y","Y","Z4"
"206130","ETAWAH","UP","Y","Y","Y","Z4"
"206131","Etawah","Uttar Pradesh","Y","Y","Y","Z4"
"206167","Bakewar","UTTAR PRADESH","Y","Y","Y","Z4"
"206200","ETAWAH","Uttar Pradesh","Y","Y","Y","Z4"
"206202","JASWANTNAGAR","Uttar Pradesh","Y","Y","Y","Z4"
"206241","BHARTHANA","Uttar Pradesh","Y","Y","Y","Z4"
"206242","BHARTHANA","UP","Y","Y","Y","Z4"
"206243","Bidhuna","Uttar Pradesh","Y","Y","Y","Z4"
"206244","Auraiya","Uttar Pradesh","Y","Y","Y","Z4"
"206245","Etawah","UTTAR PRADESH","Y","Y","Y","Z4"
"206246","AURAIYA","Uttar Pradesh","Y","Y","Y","Z4"
"206247","Auraiya","Uttar Pradesh","Y","Y","Y","Z4"
"206248","BIDHUNA","UP","Y","Y","Y","Z4"
"206249","Bidhuna","Uttar Pradesh","Y","Y","Y","Z4"
"206250","Bidhuna","Uttar Pradesh","Y","Y","Y","Z4"
"206251","Bidhuna","Uttar Pradesh","Y","Y","Y","Z4"
"206252","BIDHUNA","UP","Y","Y","Y","Z4"
"206253","Etawah","Uttar Pradesh","Y","Y","Y","Z4"
"206254","RASULABAD","UP","Y","Y","N","Z4"
"206255","RASULABAD","UP","Y","Y","Y","Z4"
"206301","BHONGAON","Uttar Pradesh","Y","Y","Y","Z4"
"206302","Kishni","Uttar Pradesh","Y","Y","Y","Z4"
"206303","Kishni","Uttar Pradesh","Y","Y","Y","Z4"
"206308","RASULABAD","UP","Y","Y","N","Z4"
"206451","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"207001","ETAH","UTTAR PRADESH","Y","Y","Y","Z4"
"207002","ETAH","UP","Y","Y","Y","Z4"
"207003","Etah","Uttar Pradesh","Y","Y","Y","Z4"
"207023","ETAH","UP","Y","Y","N","Z4"
"207120","Etah","Uttar Pradesh","Y","Y","Y","Z4"
"207121","ETAH","Uttar Pradesh","Y","Y","Y","Z4"
"207122","Etah","Uttar Pradesh","Y","Y","Y","Z4"
"207123","KASGANJ","UP","Y","Y","Y","Z4"
"207124","KASGANJ","UTTAR PRADESH","Y","Y","Y","Z4"
"207125","KASGANJ","UP","Y","Y","Y","Z4"
"207126","ETAH","Uttar Pradesh","Y","Y","Y","Z4"
"207241","KASGANJ","UP","Y","Y","Y","Z4"
"207242","Ganjdundwara","Uttar Pradesh","Y","Y","Y","Z4"
"207243","Ganjdundwara","Uttar Pradesh","Y","Y","Y","Z4"
"207244","FARRUKHABAD","Uttar Pradesh","Y","Y","Y","Z4"
"207245","ETAH","Uttar Pradesh","Y","Y","Y","Z4"
"207246","Ganjdundwara","Uttar Pradesh","Y","Y","Y","Z4"
"207247","Aliganj","Uttar Pradesh","Y","Y","Y","Z4"
"207248","Aliganj","Uttar Pradesh","Y","Y","Y","Z4"
"207249","ALIGANJ","UP","Y","Y","Y","Z4"
"207250","Aliganj","Uttar Pradesh","Y","Y","Y","Z4"
"207301","ETAH","UP","Y","Y","Y","Z4"
"207302","Jalesar","Uttar Pradesh","Y","Y","Y","Z4"
"207401","KASGANJ","UP","Y","Y","Y","Z4"
"207402","ETAH","Uttar Pradesh","Y","Y","Y","Z4"
"207403","KASGANJ","UP","Y","Y","Y","Z4"
"207404","Kasganj","Uttar Pradesh","Y","Y","Y","Z4"
"207441","KASGANJ","UP","Y","Y","N","Z4"
"207501","Farrukhabad","Uttar Pradesh","Y","Y","Y","Z4"
"207502","Aliganj","Uttar Pradesh","Y","Y","Y","Z4"
"207503","Farrukhabad","Uttar Pradesh","Y","Y","Y","Z4"
"207505","Aliganj","Uttar Pradesh","Y","Y","Y","Z4"
"207859","MOHANLALGANJ","Uttar Pradesh","Y","Y","Y","Z4"
"208001","KANPUR","Uttar Pradesh","Y","Y","Y","Z4"
"208002","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208003","KANPUR","UP","Y","Y","Y","Z4"
"208004","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208005","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208006","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208007","KANPUR","UP","Y","Y","Y","Z4"
"208008","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208009","KANPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"208010","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208011","KANPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"208012","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208013","KANPUR","UP","Y","Y","Y","Z4"
"208014","Kanpur","UTTAR PRADESH","Y","Y","Y","Z4"
"208015","KANPUR","Uttar Pradesh","Y","Y","Y","Z4"
"208016","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208017","KANPUR","UP","Y","Y","Y","Z4"
"208018","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208019","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208020","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208021","KANPUR","UP","Y","Y","Y","Z4"
"208022","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208023","KANPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"208024","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208025","Kanpur","UTTAR PRADESH","Y","Y","Y","Z4"
"208026","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208027","KANPUR","UP","Y","Y","Y","Z4"
"208028","KANPUR","Uttar Pradesh","N","Y","N","Z4"
"208029","KANPUR","UTTAR PRADESH","N","Y","N","Z4"
"208039","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"208120","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"209025","Farrukhabad","UTTAR PRADESH","Y","Y","Y","Z4"
"209101","AKBARPUR KANPUR DEHAT","UTTAR PRADESH","Y","Y","Y","Z4"
"209111","Pukhrayan","Uttar Pradesh","Y","Y","Y","Z4"
"209112","Kalpi","UTTAR PRADESH","Y","Y","Y","Z4"
"209115","Pukhrayan","Uttar Pradesh","Y","Y","Y","Z4"
"209121","AKBARPUR KANPUR DEHAT","UTTAR PRADESH","Y","Y","Y","Z4"
"209125","Auraiya","Uttar Pradesh","Y","Y","Y","Z4"
"209201","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"209202","Rasulabad","Uttar Pradesh","Y","Y","Y","Z4"
"209203","SAFIPUR","UP","Y","Y","Y","Z4"
"209204","RURA","Uttar Pradesh","Y","Y","Y","Z4"
"209205","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"209206","Ghatampur","Uttar Pradesh","Y","Y","Y","Z4"
"209207","GHATAMPUR","UP","Y","Y","Y","Z4"
"209208","Ghatampur","Uttar Pradesh","Y","Y","Y","Z4"
"209209","GHATAMPUR","UP","Y","Y","Y","Z4"
"209210","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"209211","KANPUR","UTTAR PRADESH","N","Y","N","Z4"
"209214","KANPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"209217","KANPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"209261","Kanpur","UTTAR PRADESH","Y","Y","Y","Z4"
"209291","KANPUR","Uttar Pradesh","N","Y","N","Z4"
"209292","KANPUR","UTTAR PRADESH","N","Y","N","Z4"
"209293","Shivrajpur","Uttar Pradesh","Y","Y","Y","Z4"
"209301","AKBARPUR KANPUR DEHAT","UP","Y","Y","Y","Z4"
"209302","Rasulabad","Uttar Pradesh","Y","Y","Y","Z4"
"209303","AKBARPUR KANPUR DEHAT","UP","Y","Y","Y","Z4"
"209304","Kanpur","Uttar Pradesh","Y","Y","Y","Z4"
"209305","KANPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"209306","KANPUR EXPANSION","UTTAR PRADESH","Y","Y","Y","Z4"
"209307","KANPUR","UP","Y","Y","Y","Z4"
"209308","Ghatampur","Uttar Pradesh","Y","Y","Y","Z4"
"209309","RASULABAD","UP","Y","Y","N","Z4"
"209310","RURA","Uttar Pradesh","Y","Y","Y","Z4"
"209311","BHOGNIPUR","UP","Y","Y","Y","Z4"
"209312","Pukhrayan","Uttar Pradesh","Y","Y","Y","Z4"
"209393","GHATAMPUR","UP","Y","Y","N","Z4"
"209401","GHATAMPUR","UP","Y","Y","Y","Z4"
"209402","KANPUR EXPANSION","UTTAR PRADESH","Y","Y","Y","Z4"
"209407","BIGHAPUR","UP","Y","Y","Y","Z4"
"209501","Farrukhabad","Uttar Pradesh","Y","Y","Y","Z4"
"209502","KAIMGANJ","UP","Y","Y","Y","Z4"
"209503","Farrukhabad","Uttar Pradesh","Y","Y","Y","Z4"
"209504","FARRUKHABAD","Uttar Pradesh","Y","Y","Y","Z4"
"209505","Aliganj","Uttar Pradesh","Y","Y","Y","Z4"
"209506","KAIMGANJ","UP","Y","Y","Y","Z4"
"209601","Farrukhabad","Uttar Pradesh","Y","Y","Y","Z4"
"209602","Farrukhabad","Uttar Pradesh","Y","Y","Y","Z4"
"209608","FARRUKHABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"209621","Farrukhabad","Uttar Pradesh","Y","Y","Y","Z4"
"209622","JalalabadUP","Uttar Pradesh","Y","Y","Y","Z4"
"209624","FARRUKHABAD","UP","Y","Y","Y","Z4"
"209625","FARRUKHABAD OFFICE","UTTAR PRADESH","Y","Y","Y","Z4"
"209651","FARRUKHABAD","UP","Y","Y","Y","Z4"
"209652","Mainpuri","Uttar Pradesh","Y","Y","Y","Z4"
"209701","KAIMGANJ","UP","Y","Y","Y","Z4"
"209715","Auraiya","Uttar Pradesh","Y","Y","Y","Z4"
"209720","Chhibramau","Uttar Pradesh","Y","Y","Y","Z4"
"209721","Chhibramau","Uttar Pradesh","Y","Y","Y","Z4"
"209722","KANNAUJ","UP","Y","Y","Y","Z4"
"209723","Kannauj","Uttar Pradesh","Y","Y","Y","Z4"
"209724","FARRUKHABAD","UP","Y","Y","Y","Z4"
"209725","Kannauj","UTTAR PRADESH","Y","Y","Y","Z4"
"209726","KANNAUJ","UTTAR PRADESH","Y","Y","Y","Z4"
"209727","KANNAUJ","UTTAR PRADESH","Y","Y","Y","Z4"
"209728","BIDHUNA","UP","Y","Y","Y","Z4"
"209729","Chhibramau","Uttar Pradesh","Y","Y","Y","Z4"
"209731","CHHIBRAMAU","UP","Y","Y","Y","Z4"
"209732","Kannauj","Uttar Pradesh","Y","Y","Y","Z4"
"209733","KANNAUJ","UP","Y","Y","Y","Z4"
"209734","Kannauj","Uttar Pradesh","Y","Y","Y","Z4"
"209735","Chhibramau","Uttar Pradesh","Y","Y","Y","Z4"
"209736","Kannauj","Uttar Pradesh","Y","Y","Y","Z4"
"209738","RASULABAD","UP","Y","Y","Y","Z4"
"209739","Farrukhabad","Uttar Pradesh","Y","Y","Y","Z4"
"209743","CHHIBRAMAU","UP","Y","Y","Y","Z4"
"209744","FARRUKHABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"209745","FARRUKHABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"209746","Aliganj","Uttar Pradesh","Y","Y","Y","Z4"
"209747","KISHNI","UP","Y","Y","Y","Z4"
"209748","Kannauj","Uttar Pradesh","Y","Y","Y","Z4"
"209749","FARRUKHABAD","UP","Y","Y","Y","Z4"
"209771","BHONGAON","Uttar Pradesh","Y","Y","Y","Z4"
"209800","KANPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"209801","Unnao","UTTAR PRADESH","Y","Y","Y","Z4"
"209808","UNNAO","UP","Y","Y","Y","Z4"
"209821","Bacchawaran","Uttar Pradesh","Y","Y","Y","Z4"
"209822","Bacchawaran","Uttar Pradesh","Y","Y","Y","Z4"
"209825","Unnao","Uttar Pradesh","Y","Y","Y","Z4"
"209827","Unnao","Uttar Pradesh","Y","Y","Y","Z4"
"209831","Lucknow","Uttar Pradesh","Y","Y","Y","Z4"
"209841","Mohan","Uttar Pradesh","Y","Y","Y","Z4"
"209857","MOHANLALGANJ","Uttar Pradesh","Y","Y","Y","Z4"
"209859","UNNAO","UP","Y","Y","Y","Z4"
"209860","Unnao","Uttar Pradesh","Y","Y","Y","Z4"
"209861","UNNAO","UTTAR PRADESH","Y","Y","Y","Z4"
"209862","UNNAO","Uttar Pradesh","Y","Y","Y","Z4"
"209863","Unnao","Uttar Pradesh","Y","Y","Y","Z4"
"209864","Unnao","Uttar Pradesh","Y","Y","Y","Z4"
"209865","Unnao","Uttar Pradesh","Y","Y","Y","Z4"
"209866","UNNAO","Uttar Pradesh","Y","Y","Y","Z4"
"209867","BIGHAPUR","UP","Y","Y","Y","Z4"
"209868","Bangarmau","Uttar Pradesh","Y","Y","Y","Z4"
"209869","SAFIPUR","UP","Y","Y","Y","Z4"
"209870","Miyanganj","Uttar Pradesh","Y","Y","Y","Z4"
"209871","SAFIPUR","UP","Y","Y","Y","Z4"
"209881","Malihabad","Uttar Pradesh","Y","Y","Y","Z4"
"210001","BANDA","UP","Y","Y","Y","Z4"
"210002","BANDA","UP","Y","Y","N","Z4"
"210003","BANDA","UP","Y","Y","Y","Z4"
"210004","BANDA-UP","Uttar Pradesh","Y","Y","N","Z4"
"210005","BANDA","UP","Y","Y","Y","Z4"
"210006","BANDA-UP","Uttar Pradesh","Y","Y","N","Z4"
"210007","BANDA-UP","Uttar Pradesh","Y","Y","N","Z4"
"210008","BANDA-UP","Uttar Pradesh","Y","Y","N","Z4"
"210009","ALLAHABAD","UP","Y","Y","Y","Z4"
"210010","PRAYAGRAJ EXPANSION","UTTAR PRADESH","Y","Y","Y","Z4"
"210011","ALLAHABAD","UP","Y","Y","Y","Z4"
"210012","ALLAHABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"210100","ALLAHABAD","UP","Y","Y","Y","Z4"
"210101","ALLAHABAD","UP","Y","Y","N","Z4"
"210105","Karwi","UTTAR PRADESH","Y","Y","Y","Z4"
"210120","Atarra","Uttar Pradesh","Y","Y","Y","Z4"
"210121","BABERU","UP","Y","Y","Y","Z4"
"210122","Atarra","Uttar Pradesh","Y","Y","Y","Z4"
"210123","Fatehpur","Uttar Pradesh","Y","Y","Y","Z4"
"210125","Baberu","Uttar Pradesh","Y","Y","Y","Z4"
"210126","HAMIRPUR","UP","Y","Y","Y","Z4"
"210128","Baberu","Uttar Pradesh","Y","Y","Y","Z4"
"210129","ATARRA","UP","Y","Y","Y","Z4"
"210201","CHITRAKOOT","UTTAR PRADESH","Y","Y","Y","Z4"
"210202","Atarra","Uttar Pradesh","Y","Y","Y","Z4"
"210203","Atarra","Uttar Pradesh","Y","Y","Y","Z4"
"210204","Chitrakoot","Uttar Pradesh","Y","Y","Y","Z4"
"210205","Karwi","UTTAR PRADESH","Y","Y","Y","Z4"
"210206","Chitrakoot","Uttar Pradesh","Y","Y","Y","Z4"
"210207","Chitrakoot","Uttar Pradesh","Y","Y","Y","Z4"
"210208","Shankargarh","Uttar Pradesh","Y","Y","Y","Z4"
"210209","CHITRAKOOT","UTTAR PRADESH","Y","Y","Y","Z4"
"210301","HAMIRPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"210302","Hamirpur-UP","Uttar Pradesh","Y","Y","Y","Z4"
"210341","MAUDAHA","UP","Y","Y","Y","Z4"
"210421","Kulpahar","Uttar Pradesh","Y","Y","Y","Z4"
"210422","HAMIRPUR (UP)","UTTAR PRADESH","Y","Y","Y","Z4"
"210423","Kulpahar","Uttar Pradesh","Y","Y","Y","Z4"
"210424","Mahoba","Uttar Pradesh","Y","Y","Y","Z4"
"210425","Muskara","Uttar Pradesh","Y","Y","Y","Z4"
"210426","MAHOBA","UTTAR PRADESH","Y","Y","Y","Z4"
"210427","Mahoba","Uttar Pradesh","Y","Y","Y","Z4"
"210428","RATH","UP","Y","Y","Y","Z4"
"210429","Rath","Uttar Pradesh","Y","Y","Y","Z4"
"210430","RATH","UP","Y","Y","Y","Z4"
"210431","Rath","Uttar Pradesh","Y","Y","Y","Z4"
"210432","BEWAR","UP","Y","Y","Y","Z4"
"210433","Mahoba","Uttar Pradesh","Y","Y","Y","Z4"
"210434","MAHOBA","UP","Y","Y","Y","Z4"
"210501","Muskara","Uttar Pradesh","Y","Y","Y","Z4"
"210502","KANPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"210504","HAMIRPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"210505","HAMIRPUR","UTTAR PRADESH","Y","Y","Y","Z4"
"210506","Muskara","Uttar Pradesh","Y","Y","Y","Z4"
"210507","MAUDAHA","UP","Y","Y","Y","Z4"
"210526","MAUDAHA","UP","Y","Y","N","Z4"
"210594","MAUDAHA","UP","Y","Y","N","Z4"
"211001","ALLAHABAD","UP","Y","Y","Y","Z4"
"211002","Allahabad","Uttar Pradesh","Y","Y","Y","Z4"
"211003","ALLAHABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"211004","ALLAHABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"211005","ALLAHABAD","UP","Y","Y","Y","Z4"
"211006","ALLAHABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"211007","Allahabad","Uttar Pradesh","Y","Y","Y","Z4"
"211008","Allahabad","Uttar Pradesh","Y","Y","Y","Z4"
"211009","Allahabad","Uttar Pradesh","Y","Y","Y","Z4"
"211010","NAINI","UTTAR PRADESH","Y","Y","Y","Z4"
"211011","ALLAHABAD","UTTAR PRADESH","Y","Y","Y","Z4"
"211012","PRAYAGRAJ","UTTAR PRADESH","Y","Y","Y","Z4"
